user_id,age,gender,country,occupation,income_level,years_gaming,preferred_genre,platform,device_type,rank_tier,daily_playtime_hours,weekly_play_sessions,late_night_sessions_hours,weekend_playtime_hours,consecutive_hours_max,multiplayer_ratio,toxic_chat_reports,rage_quit_frequency,in_game_purchases,monthly_spending_usd,lootbox_openings,subscription_status,stress_score,loneliness_score,dopamine_dependency_index,self_control_score,impulsiveness_score,anxiety_level,depression_indicator,emotional_stability,sleep_hours,exercise_frequency_per_week,caffeine_intake_cups_day,social_interaction_hours,relationship_status,gpa_or_performance_score,missed_deadlines,productivity_drop_percent,absenteeism_days,internet_speed_mbps,screen_time_total_hours,behavioral_cluster,addiction_score,addiction_binary,addiction_severity,burnout_probability,mental_health_risk_score,churn_probability
USR000061,22,Male,Other,Unemployed,Low,10,MOBA,PC+Console,Mobile,Gold,6.1,5,2.5,8.4,10.6,0.66,1,0,5,22.1,4,None,7.6,1.7,4.4,8.0,1,5.0,3.7,7.0,8.2,1,2,3.5,Single,4.0,0,9.5,6,149.7,8.1,Escape Seeker,33.65,0,Mild,1,0.435,0.901
USR000062,33,Male,USA,Employed,Lower-Middle,21,Sandbox,PC,Console,Platinum,4.9,4,3.2,6.0,5.5,0.31,1,1,0,31.33,6,None,4.6,7.2,4.1,5.9,5.5,2.0,3.3,10,7.6,2,4,1.8,Married,4.0,2,7.5,6,93.1,7.8,Social Gamer,38.28,0,Mild,1,0.265,0.59
USR000063,14,Male,Brazil,Student,Middle,2,Horror,PC,Console,Gold,4.9,7,2.3,7.3,8.7,0.5,1,0,0,15.1,11,Basic,4.8,4.4,4.8,4.8,6.1,3.5,4.2,7.2,7.3,4,1,6.4,In a relationship,3.44,3,0,6,95.5,6.5,Escape Seeker,39.29,0,Mild,1,0.385,0.55
USR000064,24,Female,India,Freelancer,Upper-Middle,12,Battle Royale,PC,Console,Diamond,5.9,5,1.0,6.8,7.9,0.81,26,10,3,51.51,7,None,8.7,5.3,5.5,5.3,7.0,5.8,7.1,6.1,6.5,3,5,2.3,Single,4.0,3,9.4,8,147.1,7.6,Toxic Competitor,42.61,0,Moderate,1,0.645,0.717
USR000065,14,Female,Brazil,Employed,Middle,2,Sports,PC,Mobile,Bronze,10.6,10,3.0,18.5,17.7,0.22,0,0,1,65.15,4,Premium,7.3,5.0,6.2,6.8,8.1,4.2,3.3,7.7,6.9,0,4,1.2,In a relationship,4.0,8,22.2,5,15.0,12.5,Streamer/Creator,55.22,1,Moderate,1,0.375,0.899
USR000066,21,Male,Brazil,Student,Middle,9,Strategy,PC,Laptop,Unranked,3.8,1,0.1,4.4,6.4,0.62,1,0,12,48.58,4,None,9.3,6.9,4.0,6.4,4.9,10,5.9,4.9,6.9,1,0,1.2,Single,3.07,5,7.9,0,54.4,4.4,Casual Enjoyer,27.9,0,Mild,1,0.795,0.961
USR000067,19,Male,USA,Unemployed,Middle,7,Casual,PC,High-end PC,Bronze,7.6,10,4.0,12.8,11.4,0.59,0,3,0,26.9,8,Basic,7.1,7.0,5.4,8.5,3.8,8.7,6.6,6.1,5.2,0,4,3.6,In a relationship,4.0,5,3.5,3,136.4,10.4,Competitive Grinder,42.42,0,Moderate,1,0.765,0.829
USR000068,20,Female,Australia,Employed,Middle,6,MMORPG,PC+Mobile,Laptop,Diamond,7.9,9,2.9,12.6,13.4,0.42,3,1,13,74.34,11,Premium,9.0,6.5,3.6,4.4,6.6,4.0,5.5,7.8,6.4,0,1,2.3,In a relationship,4.0,0,6.9,8,116.7,10.2,Competitive Grinder,43.58,0,Moderate,1,0.475,0.638
USR000069,17,Male,USA,Student,Middle,3,Strategy,PC,Console,Gold,9.2,14,4.7,10.1,18.4,0.45,0,2,0,29.02,7,Ultimate,5.1,6.4,6.0,8.3,4.7,4.4,4.0,8.1,7.0,1,0,3.6,In a relationship,2.47,4,30.3,5,98.6,12.4,Streamer/Creator,45.2,0,Moderate,1,0.42,0.78
USR000070,22,Non-binary,China,Employed,Upper-Middle,10,Sandbox,Console,High-end PC,Diamond,10.4,12,3.2,13.5,18.5,0.21,0,1,8,41.44,7,None,4.6,3.3,7.8,4.8,5.0,3.2,2.0,7.4,6.2,1,1,5.6,In a relationship,4.0,3,25.2,8,208.5,11.5,Streamer/Creator,63.24,1,Severe,1,0.26,0.622
USR000071,21,Female,Australia,Student,Low,9,Sandbox,PC+Mobile,Console,Silver,6.8,5,2.3,10.5,16.4,0.63,0,0,2,0,0,Premium,9.2,2.6,5.3,5.3,4.0,5.1,2.1,5.0,5.2,2,3,1.2,Single,3.03,3,4.4,8,189.8,9.0,Binge Player,48.23,0,Moderate,1,0.36,0.531
USR000072,28,Female,USA,Student,Low,13,RPG,Mobile,Mobile,Diamond,9.1,8,4.1,10.4,14.8,0.54,18,5,2,24.28,2,None,6.4,2.9,5.3,6.6,3.2,5.0,4.1,6.0,4.4,0,4,5.2,Single,3.61,8,21.1,9,97.2,11.5,Toxic Competitor,49.73,0,Moderate,1,0.455,0.826
USR000073,28,Male,Canada,Employed,Lower-Middle,16,MMORPG,PC,Laptop,Platinum,7.6,10,2.6,10.7,9.0,0.33,2,0,1,21.34,12,None,8.2,4.1,6.2,7.8,4.6,6.0,5.0,9.4,7.1,0,3,0.6,In a relationship,4.0,8,43.8,1,106.2,10.7,Streamer/Creator,47.85,0,Moderate,1,0.55,0.802
USR000074,22,Male,USA,Unemployed,Upper-Middle,10,Strategy,PC+Console,Console,Silver,5.5,6,3.1,7.6,8.6,0.37,8,5,9,33.68,11,Premium,6.0,8.1,3.7,7.0,2.8,5.4,5.3,7.3,5.7,1,2,1.9,Single,4.0,3,21.2,4,94.2,7.3,Toxic Competitor,34.84,0,Mild,1,0.535,0.843
USR000075,21,Female,Mexico,Freelancer,Middle,9,Battle Royale,PC+Mobile,Mobile,Bronze,2.4,1,0.8,3.9,5.5,0.59,0,0,0,56.87,12,Premium,7.8,6.7,4.2,6.2,6.6,6.2,4.9,5.1,8.4,0,0,4.0,Single,4.0,0,20.9,3,158.7,5.5,Casual Enjoyer,24.73,0,Mild,1,0.555,0.678
USR000076,35,Male,Brazil,Employed,Upper-Middle,23,Casual,PC,Laptop,Silver,5.8,7,1.4,5.1,10.3,0.38,16,6,15,98.04,16,Premium,7.0,2.6,1.7,3.8,6.5,4.3,2.2,4.2,6.9,3,4,2.5,In a relationship,4.0,0,27.2,0,36.2,9.2,Toxic Competitor,39.93,0,Mild,1,0.325,0.892
USR000077,28,Male,Other,Student,Lower-Middle,16,Strategy,Console,Mid-range PC,Bronze,0.5,1,0,0.8,1,0.43,0,0,2,26.8,7,Premium,4.2,4.0,1,8.0,2.8,2.0,1,7.6,8.3,3,3,0.3,In a relationship,3.2,0,0,6,166.5,2.7,Casual Enjoyer,14.7,0,None,1,0.15,0.434
USR000078,21,Male,USA,Employed,Middle,9,MMORPG,PC,Mid-range PC,Gold,9.1,13,3.5,17.7,15.2,0.57,5,2,0,26.95,9,Basic,3.9,4.7,7.8,6.9,4.5,2.2,3.0,5.1,4.7,1,0,1.7,Married,4.0,5,31.6,6,67.3,11.9,Competitive Grinder,51.82,1,Moderate,1,0.26,0.607
USR000079,19,Female,USA,Employed,Upper-Middle,7,Sandbox,PC,Mixed,Platinum,9.5,8,4.4,11.7,16.0,0.67,2,3,7,110.37,27,Premium,7.5,5.5,5.7,5.8,7.9,4.1,4.0,4.1,6.2,1,2,3.5,In a relationship,4.0,5,24.6,6,64.9,11.5,Binge Player,55.86,1,Moderate,1,0.405,0.836
USR000080,19,Male,Australia,Student,Upper-Middle,7,Sandbox,PC+Console,Mixed,Master,8.0,9,3.1,7.0,12.1,0.69,1,0,7,93.86,18,None,5.5,2.2,6.8,3.3,6.7,5.9,1.5,5.7,4.8,0,2,3.2,Single,2.17,4,33.6,8,134.2,9.0,Streamer/Creator,57.23,1,Moderate,1,0.37,0.803
USR000081,21,Female,USA,Student,Lower-Middle,9,FPS,Mobile,Mixed,Gold,8.7,9,3.3,9.0,16.7,0.74,0,1,0,13.96,0,None,9.3,2.5,5.5,7.4,5.3,8.3,3.4,3.4,6.2,1,1,3.5,Single,2.97,1,4.3,7,117.1,11.4,Binge Player,45.88,0,Moderate,1,0.585,0.787
USR000082,29,Female,Germany,Employed,Middle,17,RPG,PC+Console,Mid-range PC,Platinum,0.9,1,1.3,1.8,1.2,0.39,2,1,6,35.43,12,Premium,7.8,4.7,1,2.7,6.4,6.1,3.8,4.8,7.4,3,2,2.6,In a relationship,4.0,2,9.9,0,154.7,2.7,Social Gamer,29.49,0,Mild,1,0.495,0.688
USR000083,22,Female,USA,Streamer/Content Creator,Low,8,RPG,Mobile,Console,Diamond,7.3,7,2.6,9.7,12.5,0.52,11,3,12,33.95,3,Ultimate,8.6,2.8,5.3,7.0,4.2,6.6,3.4,7.6,6.8,0,4,3.3,In a relationship,4.0,3,11.4,11,34.5,9.7,Toxic Competitor,43.65,0,Moderate,1,0.5,0.749
USR000084,20,Female,Other,Employed,Middle,8,MMORPG,PC,High-end PC,Diamond,6.5,9,1.6,9.2,12.4,0.61,1,2,1,52.74,7,Basic,5.6,4.0,4.2,8.6,4.1,5.7,3.7,7.6,8.7,0,4,3.8,Divorced,4.0,1,18.4,4,171.4,9.1,Social Gamer,35.64,0,Mild,1,0.47,0.622
USR000085,20,Male,USA,Student,Middle,8,FPS,PC+Console,Mobile,Silver,6.6,6,2.9,9.6,12.5,0.45,0,0,1,39.97,9,Basic,8.2,6.1,5.4,5.1,7.1,10,4.6,4.9,4.7,2,3,0.0,Divorced,2.77,5,29.4,7,93.6,8.7,Escape Seeker,47.58,0,Moderate,1,0.73,0.965
USR000086,23,Non-binary,Japan,Student,Middle,10,MMORPG,Mobile,Mobile,Diamond,10.4,9,3.6,18.5,18.0,0.66,0,2,0,22.77,9,Basic,9.3,3.0,5.5,8.1,3.1,5.7,4.3,5.7,6.2,0,2,2.9,In a relationship,,6,30.9,10,11.2,11.3,Streamer/Creator,48.78,0,Moderate,1,0.5,0.858
USR000087,29,Male,UK,Student,Middle,17,FPS,PC,Mid-range PC,Silver,10.0,11,3.4,13.8,15.4,0.31,2,2,14,70.18,18,Premium,8.8,1.8,7.2,5.7,9.0,5.6,5.9,4.7,6.9,0,2,2.1,Single,2.83,6,15.9,6,116.5,12.9,Binge Player,60.88,1,Severe,1,0.575,0.811
USR000088,27,Male,UK,Freelancer,Upper-Middle,15,Strategy,Console,Console,Platinum,7.8,10,2.9,15.1,13.0,0.21,0,5,9,59.11,15,None,8.1,4.3,6.1,5.6,4.7,7.0,6.8,6.4,5.0,1,3,0.8,Single,4.0,3,23.9,6,62.6,10.4,Toxic Competitor,47.05,0,Moderate,1,0.69,0.936
USR000089,13,Male,Brazil,Employed,Lower-Middle,1,RPG,Console,Mixed,Silver,6.2,3,1.5,6.1,7.0,0.5,1,1,0,39.25,5,None,7.0,5.0,5.0,7.9,3.7,7.1,3.9,7.5,7.4,2,3,0,In a relationship,4.0,0,13.4,0,16.7,8.8,Escape Seeker,30.46,0,Mild,1,0.55,0.845
USR000090,21,Male,Germany,Student,Lower-Middle,9,FPS,PC,Mixed,Platinum,3.1,3,1.0,5.3,4.0,0.42,1,0,0,22.28,3,Basic,4.3,8.2,3.1,8.8,7.2,3.6,5.8,8.8,7.4,0,2,0,Single,3.21,0,7.1,0,74.9,5.1,Casual Enjoyer,29.67,0,Mild,1,0.47,0.868
USR000091,23,Female,Japan,Employed,Lower-Middle,8,Strategy,Mobile,Mid-range PC,Silver,8.2,6,2.2,12.7,10.1,0.33,0,2,0,5.7,0,None,7.8,7.9,6.3,8.8,5.0,7.9,5.9,6.0,6.0,1,4,1.8,Married,4.0,1,34.2,8,116.6,11.3,Streamer/Creator,41.92,0,Moderate,1,0.69,0.884
USR000092,18,Female,Japan,Employed,Lower-Middle,6,Battle Royale,PC+Mobile,Mobile,Diamond,2.5,4,1.6,4.2,1,0.82,1,0,4,4.1,5,None,8.0,4.5,2.1,6.7,5.4,4.2,6.9,6.5,7.8,2,6,1.6,Single,4.0,0,14.4,1,145.5,3.3,Social Gamer,27.82,0,Mild,1,0.555,0.802
USR000093,24,Female,USA,Freelancer,Middle,10,Casual,PC+Console,Mid-range PC,Gold,1.6,1,1.1,1.8,1.9,0.06,0,3,6,38.25,16,Basic,4.4,4.3,1.4,9.5,2.5,1,2.2,7.8,7.5,4,4,3.1,In a relationship,4.0,0,0,4,44.8,3.1,Escape Seeker,12.28,0,None,1,0.16,0.455
USR000094,19,Male,Australia,Student,Middle,7,Horror,Console,High-end PC,Diamond,3.1,4,0.8,5.0,4.6,0.69,0,2,2,46.55,14,None,8.3,5.1,1.5,4.7,3.3,6.3,4.5,6.2,7.9,5,3,1.6,Single,3.08,2,3.6,4,134.7,3.9,Casual Enjoyer,20.99,0,Mild,1,0.54,0.886
USR000095,29,Male,China,Freelancer,Lower-Middle,17,Casual,Console,Mobile,Silver,3.7,4,2.2,4.7,4.1,0.28,0,0,0,0,4,None,7.2,6.4,2.6,8.1,3.4,8.1,5.5,6.4,6.1,1,4,1.1,Married,4.0,1,25.5,6,22.8,6.1,Social Gamer,24.75,0,Mild,1,0.68,1
USR000096,20,Female,India,Student,Middle,5,Sandbox,Mobile,Mobile,Bronze,5.6,5,1.4,6.2,8.8,0.53,16,7,0,29.28,4,None,9.0,9.3,6.8,8.5,2.9,8.0,8.1,5.3,7.2,2,2,1.5,Married,3.26,1,14.1,5,85.6,9.1,Toxic Competitor,36.46,0,Mild,1,0.805,0.985
USR000097,27,Male,Brazil,Student,High,15,MOBA,Console,Laptop,Silver,7.0,7,1.1,10.7,5.6,0.52,0,3,14,131.65,37,Basic,7.1,7.8,5.6,10,3.8,7.3,5.2,8.1,8.3,1,3,1.3,Married,3.09,4,17.7,6,33.4,8.2,Competitive Grinder,29.86,0,Mild,1,0.625,0.881
USR000098,40,Male,USA,Employed,Middle,25,MMORPG,PC,Mid-range PC,Bronze,7.1,8,2.5,6.1,10.1,0.45,0,0,5,41.49,4,Premium,7.5,6.3,4.1,7.2,6.9,5.9,8.2,7.9,5.8,2,3,1.4,Single,4.0,6,17.8,5,126.5,11.1,Social Gamer,43.71,0,Moderate,1,0.705,0.809
USR000099,16,Male,Germany,Employed,Middle,4,Sports,Console,Console,Unranked,4.3,6,3.3,6.8,7.1,0.45,1,1,1,14.98,0,Basic,7.3,5.5,3.4,7.1,3.8,8.0,3.9,8.9,5.2,0,3,0.3,Divorced,4.0,4,0,9,129.8,4.7,Casual Enjoyer,35.46,0,Mild,1,0.595,0.803
USR000100,25,Male,USA,Employed,Middle,13,Battle Royale,Console,Mobile,Gold,6.4,4,1.2,7.6,9.6,0.4,2,2,0,15.94,0,Ultimate,8.5,3.7,6.5,8.5,2.1,4.4,5.5,6.4,6.5,1,4,0.9,In a relationship,,2,24.5,6,99.7,9.2,Escape Seeker,34.97,0,Mild,1,0.495,0.804
USR000101,26,Male,Canada,Streamer/Content Creator,Upper-Middle,14,Sandbox,Console,Mobile,Bronze,8.2,10,2.6,12.5,11.3,0.6,3,5,0,46.49,8,Premium,8.8,8.1,5.1,7.2,1.4,9.4,5.6,4.8,8.0,0,2,3.8,Single,4.0,5,11.0,10,10.6,10.4,Binge Player,43.61,0,Moderate,1,0.75,0.891
USR000102,21,Male,USA,Employed,Lower-Middle,9,FPS,Mobile,Laptop,Platinum,6.5,5,3.0,10.2,10.7,0.49,0,2,4,12.15,0,Premium,7.1,2.7,5.0,9.0,3.5,3.3,2.6,8.3,6.2,1,4,0.4,In a relationship,4.0,4,23.0,5,129.2,7.7,Escape Seeker,41.35,0,Moderate,1,0.295,0.658
USR000103,24,Male,Mexico,Employed,Middle,10,Battle Royale,Mobile,High-end PC,Silver,2.4,1,0.5,3.1,4.7,0.46,0,3,0,28.83,5,Basic,5.7,2.6,1,4.5,3.2,3.4,1,4.8,9.2,1,2,3.4,In a relationship,4.0,1,17.1,4,92.5,3.6,Casual Enjoyer,18.47,0,None,1,0.22,0.639
USR000104,26,Prefer not to say,Germany,Unemployed,Upper-Middle,14,Casual,PC+Console,Mobile,Silver,3.2,6,0,5.1,6.6,0.42,0,0,14,101.8,16,None,7.7,4.8,3.3,3.9,6.0,8.3,2.5,6.3,7.8,1,2,3.9,In a relationship,4.0,4,13.1,8,79.8,4.7,Casual Enjoyer,29.48,0,Mild,1,0.54,0.873
USR000105,18,Male,USA,Employed,Upper-Middle,6,Battle Royale,PC,Mixed,Gold,9.3,10,4.4,10.4,13.4,0.39,3,2,2,56.59,12,None,6.1,10,7.1,6.3,4.8,6.6,4.0,5.3,4.1,1,4,1.2,Prefer not to say,4.0,1,14.1,5,47.6,11.3,Binge Player,58.05,1,Moderate,1,0.53,0.895
USR000106,13,Male,Brazil,Employed,Lower-Middle,1,MOBA,PC,High-end PC,Gold,5.5,6,1.7,6.7,9.2,0.72,1,0,0,0,4,Premium,4.5,2.2,3.9,6.1,3.5,5.2,1.7,5.7,6.7,1,2,3.8,Divorced,4.0,3,8.5,0,59.4,8.5,Social Gamer,36.04,0,Mild,1,0.345,0.483
USR000107,29,Male,USA,Employed,Upper-Middle,15,Sandbox,PC+Console,Laptop,Silver,5.6,6,1.5,7.8,5.3,0.18,2,6,2,107.11,29,Ultimate,7.8,6.6,3.2,3.1,7.2,7.9,7.7,8.1,7.9,1,2,1.0,Prefer not to say,4.0,2,10.2,4,94.4,8.0,Toxic Competitor,43.93,0,Moderate,1,0.78,0.768
USR000108,22,Male,Russia,Streamer/Content Creator,Lower-Middle,10,Battle Royale,PC,Mid-range PC,Bronze,9.6,11,4.3,13.7,11.7,0.6,1,1,2,0,0,None,8.8,3.7,5.1,5.3,3.8,6.6,5.4,6.9,5.7,1,3,0.5,Single,4.0,5,26.5,9,98.6,11.3,Competitive Grinder,58.18,1,Moderate,1,0.6,0.716
USR000109,21,Male,Canada,Student,Upper-Middle,8,MMORPG,Mobile,Mobile,Bronze,2.3,3,0.6,2.7,1.3,0.36,0,0,2,38.3,13,Premium,9.7,2.9,2.0,8.8,4.6,5.9,6.0,6.6,7.6,3,3,0.3,In a relationship,3.04,3,18.2,1,5,4.5,Casual Enjoyer,19.49,0,None,1,0.595,0.802
USR000110,28,Male,South Korea,Employed,Low,16,MOBA,Mobile,Console,Master,7.2,9,1.2,8.9,12.9,0.72,2,8,0,0,5,Basic,6.8,4.6,5.4,6.7,5.6,2.5,5.1,7.9,6.6,2,0,3.8,In a relationship,4.0,2,6.5,10,109.2,8.1,Toxic Competitor,45.7,0,Moderate,1,0.38,0.717
USR000111,18,Male,USA,Employed,Lower-Middle,6,MMORPG,PC+Console,Console,Gold,10.5,10,3.6,16.0,18.2,0.27,1,0,4,45.57,12,None,5.5,5.3,7.4,5.4,5.9,4.0,5.8,8.2,5.2,0,5,5.4,In a relationship,4.0,5,25.9,11,113.5,12.8,Streamer/Creator,58.53,1,Moderate,1,0.49,0.824
USR000112,15,Male,Canada,Employed,Low,3,RPG,Mobile,Mid-range PC,Master,4.9,7,0.4,6.4,7.1,0.26,1,1,0,3.16,0,None,9.0,4.2,3.2,6.7,4.1,5.5,7.7,5.0,7.7,5,3,3.6,Single,4.0,0,22.1,8,46.6,6.5,Social Gamer,25.54,0,Mild,1,0.66,0.935
USR000113,22,Non-binary,Canada,Employed,Low,10,Casual,PC,Console,Bronze,7.4,6,0.7,11.4,14.5,0.73,0,2,0,1.66,3,Basic,7.9,4.9,3.2,5.8,6.6,5.9,6.2,4.5,7.0,0,4,3.5,Single,4.0,3,29.0,4,76.1,9.4,Streamer/Creator,40.42,0,Moderate,1,0.605,0.846
USR000114,13,Male,India,Employed,Lower-Middle,1,MMORPG,Mobile,Mixed,Gold,8.4,9,2.4,10.5,15.2,0.53,2,3,0,0,1,Premium,8.5,5.5,6.6,8.8,3.9,6.8,2.6,5.8,5.1,0,3,0.7,Single,4.0,5,15.1,8,13.0,12.4,Binge Player,40.49,0,Moderate,1,0.47,0.57
USR000115,16,Female,France,Student,Upper-Middle,3,FPS,PC,Mobile,Silver,6.7,7,2.3,9.9,8.3,0.71,1,4,7,58.74,13,Basic,7.8,3.0,4.1,8.0,3.7,6.1,3.3,8.3,6.7,3,5,0.2,Single,2.25,5,30.5,10,5,7.9,Toxic Competitor,31.4,0,Mild,1,0.47,0.711
USR000116,18,Male,USA,Employed,Middle,6,Sandbox,PC,Mobile,Platinum,5.2,10,0.7,6.3,10.1,0.55,2,0,0,74.09,15,None,7.1,4.4,2.3,3.4,10,6.2,4.2,4.7,6.2,1,3,0.7,In a relationship,4.0,0,12.1,5,37.6,8.9,Binge Player,40.0,0,Moderate,1,0.52,0.834
USR000117,20,Male,Germany,Student,Low,6,RPG,PC+Console,Mobile,Unranked,2.4,3,0,3.3,3.7,0.51,0,4,0,17.43,1,Basic,6.1,3.5,2.0,4.2,5.9,5.6,1,6.6,8.4,4,5,3.3,Prefer not to say,3.49,2,0,0,131.4,4.8,Casual Enjoyer,31.14,0,Mild,1,0.33,0.851
USR000118,24,Male,Russia,Unemployed,Middle,12,Strategy,Mobile,Laptop,Master,6.4,10,1.6,9.6,10.8,0.21,0,2,13,70.14,8,Premium,6.2,4.3,4.4,7.8,7.0,4.9,6.0,4.7,7.4,1,5,2.4,In a relationship,4.0,4,15.6,6,100.5,9.3,Escape Seeker,38.8,0,Mild,1,0.545,0.794
USR000119,21,Male,USA,Employed,Upper-Middle,9,MOBA,PC+Mobile,Mixed,Diamond,2.3,1,1.1,2.9,1.3,0.24,0,0,6,50.4,0,Premium,6.8,4.8,1,8.3,4.5,5.7,3.1,6.9,7.7,2,0,1.8,Prefer not to say,4.0,1,16.5,0,107.2,3.8,Casual Enjoyer,18.68,0,None,1,0.44,0.779
USR000120,13,Female,USA,Student,Middle,1,RPG,Mobile,High-end PC,Gold,7.8,11,3.8,9.5,12.2,0.71,1,0,7,49.04,0,Premium,7.8,2.1,7.9,5.0,7.2,6.0,,2.9,4.8,0,4,0.9,Prefer not to say,3.12,5,26.2,8,94.0,8.1,Escape Seeker,59.46,1,Moderate,1,0.39,0.706
USR000121,25,Female,UK,Employed,Low,13,Casual,Mobile,Mid-range PC,Diamond,3.3,6,0.4,4.0,7.6,0.5,0,2,2,22.34,6,Premium,6.7,5.3,3.4,7.2,1,3.4,5.2,7.2,7.4,0,0,2.7,In a relationship,4.0,0,12.3,8,126.5,5.7,Casual Enjoyer,23.56,0,Mild,1,0.43,0.798
USR000122,25,Female,USA,Employed,Upper-Middle,13,MOBA,PC,Mid-range PC,Master,5.0,9,1.7,5.5,10.2,0.81,0,0,8,79.39,16,None,6.5,3.2,3.4,7.1,5.1,4.9,5.5,8.5,8.3,1,1,4.1,Single,4.0,7,13.5,3,22.4,6.7,Escape Seeker,36.59,0,Mild,1,0.52,0.698
USR000123,21,Male,USA,Employed,Middle,9,Casual,Mobile,High-end PC,Diamond,9.6,10,2.5,15.2,17.5,0.95,2,0,6,57.23,4,None,8.6,4.4,7.5,7.1,7.4,8.0,3.9,7.5,8.4,2,3,2.4,In a relationship,4.0,6,17.0,8,112.0,11.0,Streamer/Creator,50.66,1,Moderate,1,0.595,0.86
